wkt_geom,easting,northing,vs30,uncertainty,station,q,gid,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv
Point (1563186.24732931843027472 5179146.29620321746915579),1563186.247,5179146.296,216.77225,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563593.09743015002459288 5179088.33318659011274576),1563593.097,5179088.333,204.01785,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1566353.29469971847720444 5179332.34238242357969284),1566353.295,5179332.342,202.59218,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1567197.47912206687033176 5179161.93606140557676554),1567197.479,5179161.936,181.45425,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1568587.94140114984475076 5179231.45940756052732468),1568587.941,5179231.459,173.18083,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1569140.98223750269971788 5179094.53194450121372938),1569140.982,5179094.532,157.58362,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570047.62317430227994919 5179274.49475467577576637),1570047.623,5179274.495,183.03934,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1571124.45081672514788806 5179317.01506674289703369),1571124.451,5179317.015,174.77376,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572074.57932477467693388 5179261.06831855699419975),1572074.579,5179261.068,153.29865,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1573030.95171294827014208 5179256.10103775002062321),1573030.952,5179256.101,173.71118,0.200000003,NA,NA,6,202.10301,0.39401674,15,220.0589,0.4556925
Point (1573958.33562667807564139 5179190.65578979719430208),1573958.336,5179190.656,191.93857,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1574862.219970848178491 5179357.11717847734689713),1574862.22,5179357.117,190.59962,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1575916.54899396770633757 5179300.67038462497293949),1575916.549,5179300.67,178.21489,0.200000003,NA,NA,6,200.01996,0.39401674,16,218.11823,0.39540365
Point (1579113.25344919692724943 5179254.27908240258693695),1579113.253,5179254.279,197.86664,0.200000003,NA,NA,6,239,0.39401674,255,NA,NA
Point (1559777.28594327764585614 5178573.86727266758680344),1559777.286,5178573.867,244.03906,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1563830.02824507909826934 5178624.01472353283315897),1563830.028,5178624.015,182.00475,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1565454.94830913958139718 5177826.37689478229731321),1565454.948,5177826.377,224.42552,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1566126.42951308330520988 5178135.28628383297473192),1566126.43,5178135.286,183.78494,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1566998.84805149934254587 5178085.33799930009990931),1566998.848,5178085.338,160.11989,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1567969.73609932162798941 5177800.98337003774940968),1567969.736,5177800.983,177.48816,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1569000.5753564580809325 5178076.91802382003515959),1569000.575,5178076.918,150.79477,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570089.89688429678790271 5178175.92103462014347315),1570089.897,5178175.921,172.86806,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1571130.73731145332567394 5178216.94318536762148142),1571130.737,5178216.943,165.74644,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1572089.10870031360536814 5178241.96739976294338703),1572089.109,5178241.967,170.23106,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1573142.19131130515597761 5178246.00200317054986954),1573142.191,5178246.002,194.69577,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1574007.59520117403008044 5178290.51322332676500082),1574007.595,5178290.513,196.95844,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1575037.68995096813887358 5178076.6315784752368927),1575037.69,5178076.632,177.54152,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1575644.69196406472474337 5178199.60171729233115911),1575644.692,5178199.602,184.11772,0.200000003,NA,NA,3,171,0.2840642,16,218.11823,0.39540365
Point (1579343.42882522917352617 5178507.5887320339679718),1579343.429,5178507.589,196.91728,0.200000003,NA,NA,6,239,0.39401674,255,NA,NA
Point (1563475.9852802911773324 5176980.6118228817358613),1563475.985,5176980.612,183.82162,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564067.00501191732473671 5177138.07842467352747917),1564067.005,5177138.078,178.52142,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1565031.61886323033832014 5177602.44427875801920891),1565031.619,5177602.444,200.41577,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1566285.65827671648003161 5177209.14321921765804291),1566285.658,5177209.143,185.90192,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1567074.3526852244976908 5177283.146303940564394),1567074.353,5177283.146,179.78906,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1568173.18210671399720013 5177199.72218850534409285),1568173.182,5177199.722,177.33463,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1569030.60158450552262366 5177130.78388640377670527),1569030.602,5177130.784,170.28088,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570182.14724497636780143 5177233.29017323534935713),1570182.147,5177233.29,192.90164,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570980.57937191496603191 5177339.27978618629276752),1570980.579,5177339.28,164.5333,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571963.44483218062669039 5177247.35282439552247524),1571963.445,5177247.353,181.6769,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1573029.0186631428077817 5177332.3583898339420557),1573029.019,5177332.358,173.75996,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1573963.8995609194971621 5177220.93575194012373686),1573963.9,5177220.936,196.77559,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1574788.31132000754587352 5177442.3761005625128746),1574788.311,5177442.376,185.47987,0.200000003,NA,NA,3,179.01799,0.2840642,15,220.0589,0.4556925
Point (1575987.58400314347818494 5177262.98807657416909933),1575987.584,5177262.988,198.32352,0.200000003,NA,NA,3,228,0.2840642,15,220.0589,0.4556925
Point (1576340.94299670937471092 5177197.52639331296086311),1576340.943,5177197.526,192.25317,0.200000003,NA,NA,3,228,0.2840642,255,NA,NA
Point (1578566.03092007292434573 5177344.53913981467485428),1578566.031,5177344.539,184.4749,0.200000003,NA,NA,6,239,0.39401674,11,691.41766,0.7239429
Point (1578854.16487972135655582 5177271.57775610033422709),1578854.165,5177271.578,174.67438,0.200000003,NA,NA,6,239,0.39401674,255,NA,NA
Point (1562915.00009500468149781 5175873.49881192483007908),1562915,5175873.499,181.53586,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564120.02524831052869558 5176278.90238656383007765),1564120.025,5176278.902,184.4472,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564533.11080854292958975 5176443.85871183499693871),1564533.111,5176443.859,181.45413,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1566043.06839250377379358 5175729.19510599412024021),1566043.068,5175729.195,189.27417,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1566804.50783037673681974 5176118.57960195187479258),1566804.508,5176118.58,162.03189,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1567989.54296054854057729 5176277.06886808853596449),1567989.543,5176277.069,155.14278,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1569476.71697771712206304 5176182.16948040295392275),1569476.717,5176182.169,174.45598,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570103.96578457462601364 5176303.14872864168137312),1570103.966,5176303.149,240.81691,0.200000003,NA,NA,10,196.45905,0.28294012,13,255.27419,0.65902555
Point (1571027.35972601361572742 5176115.26006235368549824),1571027.36,5176115.26,156.58267,0.200000003,NA,NA,10,196.45905,0.28294012,14,302.07278,0.53168344
Point (1571626.35380923096090555 5176586.59925286751240492),1571626.354,5176586.599,198.42905,0.200000003,NA,NA,10,196.45905,0.28294012,10,361.86108,0.53872114
Point (1572805.38319345633499324 5176648.62015037052333355),1572805.383,5176648.62,164.72057,0.200000003,NA,NA,10,196.45905,0.28294012,6,491.11566,0.68166685
Point (1574053.8777817701920867 5176825.09621611796319485),1574053.878,5176825.096,192.37817,0.200000003,NA,NA,3,228,0.2840642,16,218.11823,0.39540365
Point (1574993.01461053639650345 5176429.78760002553462982),1574993.015,5176429.788,164.39864,0.200000003,NA,NA,3,179.01799,0.2840642,15,220.0589,0.4556925
Point (1576341.46484107966534793 5176543.78959726635366678),1576341.465,5176543.79,164.68033,0.200000003,NA,NA,255,NA,NA,255,NA,NA
Point (1579021.11092044413089752 5176789.27970252279192209),1579021.111,5176789.28,174.46432,0.200000003,NA,NA,6,239,0.39401674,255,NA,NA
Point (1561322.66049711150117218 5174664.8688369132578373),1561322.66,5174664.869,232.82343,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1562703.85190772707574069 5175431.15342860110104084),1562703.852,5175431.153,193.78465,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563093.46896222024224699 5175158.77375117689371109),1563093.469,5175158.774,201.62637,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563926.15968754654750228 5175042.35742582660168409),1563926.16,5175042.357,190.59781,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564889.77821923210285604 5175339.7906909417361021),1564889.778,5175339.791,177.89551,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1566088.07145545212551951 5175301.85972171183675528),1566088.071,5175301.86,169.16005,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1567655.97353713354095817 5175152.98637845553457737),1567655.974,5175152.986,221.14156,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1569073.65801225323230028 5175422.94649648107588291),1569073.658,5175422.946,153.90182,0.200000003,NA,NA,10,196.45905,0.28294012,9,495.74252,0.7043546
Point (1571374.74890764220617712 5175474.52581289410591125),1571374.749,5175474.526,233.53943,0.200000003,NA,NA,7,387.9002,0.68287367,5,736.6329,0.65327823
Point (1574998.28552525723353028 5175804.0384069187566638),1574998.286,5175804.038,244.34302,0.200000003,NA,NA,3,208.49768,0.2840642,15,220.0589,0.4556925
Point (1575504.83791659283451736 5175608.63567727245390415),1575504.838,5175608.636,249.64885,0.200000003,NA,NA,3,225.14803,0.2840642,9,495.74252,0.7043546
Point (1560931.33113453374244273 5174220.51242839265614748),1560931.331,5174220.512,258.795,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1562542.71260953205637634 5174473.50208731461316347),1562542.713,5174473.502,201.10997,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1563271.68299034377560019 5174553.50880828313529491),1563271.683,5174553.509,180.46858,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563800.01392154605127871 5173959.75825296714901924),1563800.014,5173959.758,188.00557,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1565276.18351504718884826 5174281.70973631832748652),1565276.184,5174281.71,199.88303,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1565945.16136303707025945 5174586.12583076488226652),1565945.161,5174586.126,175.35133,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1557552.64152411906979978 5173199.19648894667625427),1557552.642,5173199.196,245.09045,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563202.53130101342685521 5173218.50588893331587315),1563202.531,5173218.506,185.40617,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563929.75943100964650512 5173130.07772172801196575),1563929.759,5173130.078,192.32985,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1565161.03261518478393555 5173232.10304844938218594),1565161.033,5173232.103,172.48814,0.200000003,NA,NA,10,196.45905,0.28294012,13,255.27419,0.65902555
Point (1568008.95227041514590383 5172784.91892008949071169),1568008.952,5172784.919,166.75334,0.200000003,NA,NA,7,387.9002,0.68287367,9,495.74252,0.7043546
Point (1564566.58939345204271376 5171813.61162922158837318),1564566.589,5171813.612,209.08069,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1567984.96250237664207816 5172768.92388713639229536),1567984.963,5172768.924,169.70062,0.200000003,NA,NA,7,387.9002,0.68287367,6,491.11566,0.68166685
Point (1564598.57904473226517439 5171779.62635368201881647),1564598.579,5171779.626,193.36916,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564399.33598183584399521 5168806.75178969372063875),1564399.336,5168806.752,195.49962,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1559772.9286060631275177 5167676.87144863791763783),1559772.929,5167676.871,193.259,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1564229.45317741436883807 5168015.54481977224349976),1564229.453,5168015.545,187.71959,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1564609.52570796944200993 5168479.39085764158517122),1564609.526,5168479.391,196.85495,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1559664.98004752770066261 5167525.92020119074732065),1559664.98,5167525.92,191.52373,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1559845.91261894721537828 5167514.93712071143090725),1559845.913,5167514.937,191.06586,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564107.80305301514454186 5167228.33952343557029963),1564107.803,5167228.34,171.10716,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1560535.77883212082087994 5165770.1426838468760252),1560535.779,5165770.143,190.72363,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1562714.94523547543212771 5165754.30846949853003025),1562714.945,5165754.308,192.32352,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1564048.4162560049444437 5165931.83520516008138657),1564048.416,5165931.835,173.7898,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1560212.47567868488840759 5164800.98407975491136312),1560212.476,5164800.984,196.1064,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1562317.11193668493069708 5165570.84976149350404739),1562317.112,5165570.85,199.878,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1563316.49400979187339544 5165325.51665105018764734),1563316.494,5165325.517,194.25891,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1563932.49864319735206664 5165411.52793592493981123),1563932.499,5165411.528,189.37384,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1559690.2221282406244427 5164191.1732867294922471),1559690.222,5164191.173,195.639,0.200000003,NA,NA,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1559710.96333401720039546 5164202.67059730086475611),1559710.963,5164202.671,178.59323,0.200000003,NA,NA,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572133.93878792528994381 5178976.22569942474365234),1572133.939,5178976.226,288.44,0.2,AMI 2,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572136.3989966968074441 5178977.5068926764652133),1572136.399,5178977.507,261.27,0.2,AMI 3,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572102.11271037952974439 5178921.8646903159096837),1572102.113,5178921.865,200.99,0.2,AMI 4,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572001.30604432336986065 5178854.93018093798309565),1572001.306,5178854.93,194.51,0.2,AMI 5,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571935.82868707901798189 5178888.97377960290759802),1571935.829,5178888.974,197.31,0.2,AMI 6,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1577786.16740737669169903 5180826.65376972779631615),1577786.167,5180826.654,189.75,0.2,S New Brighton Bridge,2,6,239,0.39401674,255,NA,NA
Point (1574604.41268797381781042 5182886.66372531559318304),1574604.413,5182886.664,205.15,0.2,SW AVD 02,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572955.50370581587776542 5183132.31520859058946371),1572955.504,5183132.315,203.56,0.2,SW 6426,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1571929.50418327702209353 5197002.8553914250805974),1571929.504,5197002.855,217.49,0.2,SW KAS 40,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572452.65327357337810099 5183028.17291301302611828),1572452.653,5183028.173,174,0.2,SW 6409 / SHY09,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1574701.45700257131829858 5182665.0316694974899292),1574701.457,5182665.032,180.14,0.2,SW AVD 07,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1575766.6800251251552254 5183820.45812426507472992),1575766.68,5183820.458,177.38,0.2,SW BUR 46,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570313.33049845416098833 5180888.89755700342357159),1570313.33,5180888.898,187.54,0.2,SW CBD 21,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1568658.30361972423270345 5180927.98921469319611788),1568658.304,5180927.989,175,0.2,SW FND 01,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1573004.51328033814206719 5196784.81864156574010849),1573004.513,5196784.819,169,0.2,SW KAN 03,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572389.74632680346257985 5196595.92787897773087025),1572389.746,5196595.928,205,0.2,SW KAN 05,2,6,190.12105,0.39401674,16,218.11823,0.39540365
Point (1573164.86200575833208859 5196868.91661964729428291),1573164.862,5196868.917,195.47,0.2,SW KAN 19,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1572205.85078832251019776 5196831.57152055762708187),1572205.851,5196831.572,197,0.2,SW KAN 26,2,6,204.10103,0.39401674,15,220.0589,0.4556925
Point (1571516.68040510732680559 5196997.73869796935468912),1571516.68,5196997.739,206.16,0.2,SW KAS 20,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1570531.0604231278412044 5180447.55085237789899111),1570531.06,5180447.551,176,0.2,SW Z2-4,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1570663.88542736391536891 5180526.08587176725268364),1570663.885,5180526.086,181.4,0.2,SW Z2-6,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571093.51377853937447071 5180403.38998899422585964),1571093.514,5180403.39,191.67,0.2,SW Z4-4,2,10,196.45905,0.28294012,9,495.74252,0.7043546
Point (1564886.7149976494256407 5182945.91281936317682266),1564886.715,5182945.913,294,0.2,Burnside Park,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1569572.57924847188405693 5176184.17137886863201857),1569572.579,5176184.171,222,0.2,Cashmere High,2,10,196.45905,0.28294012,13,255.27419,0.65902555
Point (1571538.10205338941887021 5183443.79056195355951786),1571538.102,5183443.791,160,0.2,Christchurch Park,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571622.99042501649819314 5180867.01468410715460777),1571622.99,5180867.015,211,0.2,Fitzgerald,2,10,196.45905,0.28294012,13,255.27419,0.65902555
Point (1573666.0469073427375406 5178401.13933415990322828),1573666.047,5178401.139,183,0.2,Garrick Park,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1569320.65181096899323165 5190100.75909925997257233),1569320.652,5190100.759,223,0.2,Groynes,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1568979.4236737759783864 5179482.24017624277621508),1568979.424,5179482.24,188,0.2,Hagley Park,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1565724.054664142196998 5181051.36222689040005207),1565724.055,5181051.362,297,0.2,Ilam Fields,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1571123.97393482690677047 5180201.43351900856941938),1571123.974,5180201.434,192,0.2,Latimer Square,2,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1574579.81234614201821387 5181889.27511713188141584),1574579.812,5181889.275,186,0.2,Porritt Park,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1576478.58008841332048178 5184500.83672545850276947),1576478.58,5184500.837,202,0.2,QEII Park,2,6,205.4891,0.39401674,16,218.11823,0.39540365
Point (1568717.75971558224409819 5186177.86832485068589449),1568717.76,5186177.868,188,0.2,Redwood Park,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1564915.84415150713175535 5179727.89413083717226982),1564915.844,5179727.894,324,0.2,Riccarton High Fields,2,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1578520.0734299523755908 5179986.37976789847016335),1578520.073,5179986.38,184,0.2,South New Brighton Park,2,6,239,0.39401674,16,218.11823,0.39540365
Point (1586072.18807047675363719 5292104.49645148031413555),1586072.188,5292104.496,280,0.5,042A,3,4,266.58157,0.5950514,15,220.0589,0.4556925
Point (1406787.88784868828952312 4914224.68216575309634209),1406787.888,4914224.682,140,0.2,044A,2,4,266.02902,0.5950514,13,255.27419,0.65902555
Point (1623714.86480282642878592 5431110.69921556953340769),1623714.865,5431110.699,335,0.5,046A,3,4,261.68674,0.5950514,16,218.11823,0.39540365
Point (1679870.17710108426399529 5403762.60821807570755482),1679870.177,5403762.608,235,0.5,048C,3,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1679870.17710108426399529 5403762.60821807570755482),1679870.177,5403762.608,235,0.5,048D,3,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1600809.50869019189849496 5447413.13907103426754475),1600809.509,5447413.139,300,0.5,050A,3,4,260.9401,0.5950514,16,218.11823,0.39540365
Point (1483521.63597721490077674 5376422.41713970992714167),1483521.636,5376422.417,300,0.5,051B,3,4,263.5155,0.5950514,16,218.11823,0.39540365
Point (1483521.63597721490077674 5376422.41713970992714167),1483521.636,5376422.417,300,0.5,051D,3,4,263.5155,0.5950514,16,218.11823,0.39540365
Point (1505795.19753904128447175 5336649.35182159766554832),1505795.198,5336649.352,333,0.5,052A,3,4,265.79324,0.5950514,16,218.11823,0.39540365
Point (1545083.54975020512938499 5307970.41252496838569641),1545083.55,5307970.413,391,0.5,053A,3,4,273.43427,0.5950514,6,491.11566,0.68166685
Point (1623880.57227216218598187 5430588.41378328297287226),1623880.572,5430588.414,340,0.5,056A,3,4,268.93414,0.5950514,15,220.0589,0.4556925
Point (1433314.09513160050846636 5268511.73233864363282919),1433314.095,5268511.732,278,0.5,057A,3,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1186830.18330777902156115 4957213.88196876272559166),1186830.183,4957213.882,298,0.5,070A,3,4,265.13727,0.5950514,16,218.11823,0.39540365
Point (1348556.87761299195699394 4874759.94637655932456255),1348556.878,4874759.946,400,0.5,075A,3,255,NA,NA,255,NA,NA
Point (1488782.50768646458163857 5368110.00971868354827166),1488782.508,5368110.01,1000,0.5,083A,3,0,NA,NA,255,NA,NA
Point (1294402.92477680277079344 5043728.68855474516749382),1294402.925,5043728.689,326,0.5,089A,3,11,398.11197,0.53134197,10,361.86108,0.53872114
Point (1532497.60273951035924256 5312835.63633555546402931),1532497.603,5312835.636,465,0.5,103A,3,4,270.95294,0.5950514,13,255.27419,0.65902555
Point (1302221.12434021383523941 5005797.0462872963398695),1302221.124,5005797.046,520,0.5,118B,3,0,NA,NA,255,NA,NA
Point (1543911.23010707856155932 5371931.96861163061112165),1543911.23,5371931.969,500,0.5,122A,3,4,264.62775,0.5950514,14,302.07278,0.53168344
Point (1544100.46378810331225395 5372211.30531270988285542),1544100.464,5372211.305,500,0.5,129A,3,4,262.42145,0.5950514,15,220.0589,0.4556925
Point (1616893.83261192659847438 5386887.44565904699265957),1616893.833,5386887.446,367,0.5,130B,3,4,274.81845,0.5950514,10,361.86108,0.53872114
Point (1600994.17096338793635368 5449011.73913093376904726),1600994.171,5449011.739,210,0.5,257A,3,4,261.48254,0.5950514,16,218.11823,0.39540365
Point (1623723.81092440406791866 5431110.67004818562418222),1623723.811,5431110.67,335,0.5,259A,3,4,261.68674,0.5950514,16,218.11823,0.39540365
Point (1684425.04401199193671346 5428682.74394230265170336),1684425.044,5428682.744,400,0.5,262A,3,4,268.72726,0.5950514,255,NA,NA
Point (1590120.13425989192910492 5400889.60059659834951162),1590120.134,5400889.601,390,0.5,264A,3,4,273.8766,0.5950514,10,361.86108,0.53872114
Point (1543363.35855052550323308 5371961.10497881006449461),1543363.359,5371961.105,280,0.5,265A,3,4,271.9785,0.5950514,10,361.86108,0.53872114
Point (1483529.24737540469504893 5376422.54111082293093204),1483529.247,5376422.541,300,0.5,266A,3,4,263.5155,0.5950514,16,218.11823,0.39540365
Point (1505795.19753904128447175 5336649.35182159766554832),1505795.198,5336649.352,333,0.5,267A,3,4,265.79324,0.5950514,16,218.11823,0.39540365
Point (1452859.03738485090434551 5298829.36002441961318254),1452859.037,5298829.36,210,0.5,268A,3,4,275,0.5950514,16,218.11823,0.39540365
Point (1656124.26545688323676586 5304751.20752043649554253),1656124.265,5304751.208,500,0.5,270A,3,6,231.20462,0.39401674,9,495.74252,0.7043546
Point (1433313.8295506713911891 5268522.74636517651379108),1433313.83,5268522.746,278,0.5,272A,3,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1562661.13307315157726407 5184783.65641139633953571),1562661.133,5184783.656,400,0.5,275A,3,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1483084.96425150777213275 5243927.93336741719394922),1483084.964,5243927.933,300,0.2,505A,2,4,275,0.5950514,10,361.86108,0.53872114
Point (1440251.45720223570242524 5003927.0606384901329875),1440251.457,5003927.061,312,0.5,507A,3,4,275,0.5950514,16,218.11823,0.39540365
Point (1623231.09630338987335563 5431700.49096391163766384),1623231.096,5431700.491,350,0.5,925A,3,2,367.4674,0.25372875,11,691.41766,0.7239429
Point (1258372.05744665348902345 5004375.51311909593641758),1258372.057,5004375.513,354,0.5,940A,3,6,235.79393,0.39401674,10,361.86108,0.53872114
Point (1597063.21836956986226141 5149128.05334310419857502),1597063.218,5149128.053,435,0.1,AKSS,1,7,387.9002,0.68287367,9,495.74252,0.7043546
Point (1483160.84234804147854447 5243859.30855797789990902),1483160.842,5243859.309,300,0.2,APPS,2,4,275,0.5950514,14,302.07278,0.53168344
Point (1377086.89327381760813296 5061763.20034551527351141),1377086.893,5061763.2,800,0.5,BENS,3,2,418,0.25372875,255,NA,NA
Point (1610744.01727391220629215 5418024.56875710282474756),1610744.017,5418024.569,500,0.5,BTWS,3,4,264.69595,0.5950514,14,302.07278,0.53168344
Point (1561993.72988904314115644 5185419.65711766574531794),1561993.73,5185419.657,435,0.1,CACS,1,10,196.45905,0.28294012,16,218.11823,0.39540365
